customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,loan_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,total_payments,missed_payments,partial_payments,delinquent_months,avg_days_late,max_days_late,total_emi_due,total_emi_paid,payment_completion_rate,delinquency_rate,avg_inflow,avg_outflow,avg_net_cash_flow,avg_cash_flow_consistency,avg_balance_volatility,total_spending_shocks,total_overdrafts
C01604,Xavier Raj,26,Female,Indore,Single,Salaried,Software Engineer,87870,62638,1668,381921,Rented,Diploma,1,709,20,0,1,77,Instagram,Web,38,LN572182,Home Renovation,1249270,1202430,48,9.75,30352.57,0.35,2025-11-25,26,74,0.176,Medium,1,,1.14,Defaulted,1,14,2,1,2,9.142857142857142,54,1468629.12,1194815.28,0.814,0.143,86770.0,69592.91666666667,17177.083333333332,91.66666666666667,0.36166666666666664,2,2
C01605,Anjali Dua,28,Male,Ahmedabad,Single,Salaried,Doctor,124599,94376,30174,1621015,Owned,High School,1,706,25,5,1,94,Referral,Android,35,LN414250,Personal,1066993,817076,36,12.96,27514.78,0.22,2025-02-03,30,70,0.2,Medium,1,,0.55,Active,0,17,4,3,4,13.235294117647058,54,2833155.4000000004,2032781.86,0.717,0.235,126568.58333333333,97192.58333333333,29376.0,91.33333333333333,0.325,0,0
C01606,Meera Kar,21,Female,Chennai,Single,Student,Student,19885,19654,446,117605,Rented,Diploma,1,576,34,0,1,47,Google Ads,iPhone,28,LN323300,Education,268412,198812,36,11.3,6537.13,0.33,2025-08-06,68,32,0.428,High,1,,0.83,Defaulted,1,13,2,3,2,12.23076923076923,61,65750.62,52617.59,0.8,0.154,17782.333333333332,25682.916666666668,-7900.583333333333,38.833333333333336,0.6425,4,11
C01607,Manya Sani,25,Female,Bhubaneswar,Single,Student,Student,9867,7311,2828,16630,Owned,Diploma,1,636,4,0,0,118,Instagram,iPhone,58,LN985832,Medical,213360,211017,24,18.38,10573.62,1.07,2024-09-08,95,5,0.59,High,0,High Risk,1.78,Rejected,0,20,5,3,7,19.05,88,56670.200000000004,38961.0,0.688,0.35,9372.833333333334,9845.833333333334,-473.0,52.25,0.6825,4,6
C01608,Jackson Kadakia,32,Female,Darbhanga,Single,Salaried,Doctor,119727,59977,34529,1701635,Rented,Diploma,1,722,7,3,0,61,Instagram,Android,30,LN880178,Home Renovation,4242386,2988512,60,11.48,65695.17,0.55,2026-01-23,58,42,0.368,High,0,Insufficient Repayment Capacity,2.08,Rejected,0,21,0,6,4,6.380952380952381,20,2085280.05,1826116.71,0.876,0.19,120801.5,57697.916666666664,63103.583333333336,82.0,0.33916666666666667,0,0
C01609,Gaurang Viswanathan,54,Male,Jamshedpur,Divorced,Salaried,Bank Officer,62891,40319,24184,696999,Owned,Master,2,720,29,19,2,58,Instagram,Android,25,LN151701,Personal,2249895,1848579,12,19.87,171127.21,2.72,2024-08-11,63,37,0.398,High,0,Insufficient Repayment Capacity,2.45,Rejected,0,15,6,5,9,29.866666666666667,86,172199.1,80824.69,0.469,0.6,63102.666666666664,41297.416666666664,21805.25,86.16666666666667,0.37833333333333335,0,0
C01610,Sachi Nagi,38,Female,Indore,Married,Self-employed,Contractor,159913,96595,12500,3171141,Rented,High School,2,666,53,0,1,14,Referral,Web,5,LN766992,Personal,5946879,5504926,12,18.46,505897.5,3.16,2024-06-12,56,44,0.356,High,0,Insufficient Repayment Capacity,2.87,Rejected,0,12,1,3,1,10.0,73,5094157.08,4440775.94,0.872,0.083,166796.91666666666,123232.58333333333,43564.333333333336,71.25,0.33166666666666667,2,2
C01611,Darpan Ramesh,50,Female,Patna,Married,Self-employed,Business Owner,50424,36296,6171,608782,Family Owned,Diploma,4,684,56,28,0,188,Instagram,Android,54,LN662158,Home Renovation,429161,383145,60,10.22,8182.24,0.16,2025-09-27,30,70,0.2,Medium,1,,0.63,Closed,0,15,0,1,1,3.2666666666666666,17,243552.45,233045.66999999998,0.957,0.067,45157.166666666664,37332.75,7824.416666666667,49.25,0.3166666666666667,0,1
C01612,Utkarsh Misra,26,Female,Surat,Married,Salaried,Doctor,87972,42233,28777,511528,Rented,High School,2,719,23,3,1,158,Instagram,Web,80,LN597575,Home Renovation,1718823,1395835,48,11.78,36607.09,0.42,2025-07-22,63,37,0.398,High,1,,1.32,Defaulted,1,16,2,8,5,15.4375,67,376211.36,238145.38999999998,0.633,0.312,88081.58333333333,47830.666666666664,40250.916666666664,91.33333333333333,0.3566666666666667,2,0
C01613,Ansh Patla,61,Male,Indore,Married,Self-employed,Business Owner,45571,24717,2018,231420,Family Owned,Bachelor,2,697,36,36,2,132,Facebook,iPhone,56,LN757118,Home Renovation,511988,393799,48,9.58,9908.52,0.22,2024-10-14,18,82,0.128,Low,1,,0.72,Active,0,13,1,0,1,5.538461538461538,42,154366.68,142492.32,0.923,0.077,45481.583333333336,23706.25,21775.333333333332,65.25,0.32416666666666666,0,0
C01614,Parth Chhabra,25,Female,Kolkata,Married,Student,Student,20212,12622,3214,76687,Rented,Bachelor,4,627,1,0,0,269,Facebook,Android,97,LN698020,Education,315721,271911,48,9.84,6875.49,0.34,2024-07-22,68,32,0.428,High,1,,1.12,Active,0,12,1,4,1,7.833333333333333,42,98852.88,84251.98,0.852,0.083,14556.5,16161.666666666666,-1605.1666666666667,55.916666666666664,0.7166666666666667,3,6
C01615,Banjeet Ravel,59,Male,Ranchi,Married,Salaried,Doctor,144296,104390,31890,1709455,Owned,PhD,1,756,120,28,7,280,Referral,Web,71,LN128501,Vehicle,208525,179013,36,7.52,5570.06,0.04,2025-05-28,10,90,0.08,Low,1,,0.1,Active,0,12,0,2,0,4.166666666666667,15,1898664.96,1836107.41,0.967,0.0,144993.75,97415.58333333333,47578.166666666664,98.0,0.16166666666666665,0,0
C01616,Girindra Varma,32,Male,Indore,Married,Self-employed,Consultant,139633,87843,1820,3420398,Owned,PhD,1,687,109,9,7,19,Instagram,iPhone,8,LN497227,Medical,4647685,4152852,12,15.94,376673.92,2.7,2025-05-29,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.48,Rejected,0,12,0,1,0,2.0,5,543523.8,523197.93,0.963,0.0,147499.83333333334,95439.08333333333,52060.75,84.66666666666667,0.34833333333333333,1,1
C01617,Nirja Edwin,58,Female,Surat,Married,Salaried,Bank Officer,45363,25335,12870,731188,Rented,Bachelor,4,744,21,2,1,68,Facebook,iPhone,41,LN611601,Personal,1583981,1459652,36,17.27,52236.93,1.15,2024-11-16,68,32,0.428,High,0,Insufficient Repayment Capacity,2.68,Rejected,0,15,2,2,4,9.0,41,150766.2,118126.45,0.784,0.267,45869.083333333336,26868.416666666668,19000.666666666668,94.25,0.3466666666666667,1,0
C01618,Yuvraj Kade,20,Female,Ahmedabad,Single,Student,Student,16901,10505,392,38626,Rented,Bachelor,1,624,24,0,0,253,Instagram,Android,81,LN167999,Personal,286050,261932,24,23.38,13767.71,0.81,2025-04-19,76,24,0.476,High,0,Insufficient Repayment Capacity,1.29,Rejected,0,18,3,4,4,18.38888888888889,90,25340.94,18889.0,0.745,0.222,13554.5,10832.083333333334,2722.4166666666665,53.916666666666664,0.7041666666666666,2,3
C01619,Oviya Narasimhan,39,Female,Hyderabad,Married,Salaried,Software Engineer,60983,32145,16673,262361,Owned,PhD,2,690,52,0,3,100,YouTube,Web,26,LN772200,Vehicle,912620,677298,60,11.27,14817.46,0.24,2024-07-08,45,55,0.29,Medium,1,,0.93,Active,0,12,2,3,3,13.166666666666666,62,161156.76,118283.56,0.734,0.25,60725.5,37709.5,23016.0,79.58333333333333,0.3775,2,1
C01620,Siya Ahluwalia,41,Male,Nagpur,Single,Salaried,Doctor,132872,63424,5415,3035502,Rented,High School,0,736,88,10,5,58,YouTube,Web,17,LN353565,Vehicle,5739490,4907102,24,11.58,230033.04,1.73,2025-03-15,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.08,Rejected,0,21,2,5,3,11.666666666666666,89,3501269.9400000004,2881714.5900000003,0.823,0.143,132383.08333333334,69377.83333333333,63005.25,90.33333333333333,0.3233333333333333,1,0
C01621,Brinda Taneja,39,Male,Nagpur,Married,Salaried,Teacher,122789,81602,42886,1297113,Owned,Diploma,4,713,35,4,2,83,Google Ads,Web,37,LN803304,Medical,3168791,2333981,12,14.59,210209.9,1.71,2024-11-05,65,35,0.41,High,0,Insufficient Repayment Capacity,1.58,Rejected,0,19,1,1,1,7.2105263157894735,88,318630.38,299338.5,0.939,0.053,121940.33333333333,79841.16666666667,42099.166666666664,84.5,0.31916666666666665,0,0
C01622,Idika Swamy,32,Female,Kolkata,Single,Salaried,Doctor,80372,62153,11134,312282,Owned,PhD,1,683,36,4,3,190,Instagram,Web,98,LN521404,Business,1207138,964793,36,15.23,33553.64,0.42,2024-11-16,50,50,0.32,High,1,,1.0,Active,0,12,1,3,2,8.75,53,2240354.4000000004,1939751.8800000001,0.866,0.167,80301.5,64592.416666666664,15709.083333333334,78.0,0.3358333333333334,0,0
C01623,Pranit Parmer,52,Male,Chennai,Single,Salaried,Software Engineer,134558,100407,9360,2068110,Rented,High School,0,718,114,26,3,138,Facebook,Web,80,LN137039,Vehicle,3772993,3198678,36,10.29,103648.4,0.77,2024-07-11,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.98,Rejected,0,15,6,3,7,27.533333333333335,83,1343011.7999999998,666311.27,0.496,0.467,134257.83333333334,101880.58333333333,32377.25,77.25,0.3516666666666666,0,0
C01624,Thomas Gokhale,56,Male,Surat,Married,Salaried,Government Employee,137673,86529,44567,1856582,Rented,Bachelor,4,717,97,1,6,15,YouTube,Web,10,LN846653,Personal,5825133,4559914,36,13.53,154808.17,1.12,2024-12-13,73,27,0.458,High,0,Insufficient Repayment Capacity,2.76,Rejected,0,22,5,2,6,18.59090909090909,89,1759687.38,1308512.0,0.744,0.273,136962.75,100967.16666666667,35995.583333333336,81.25,0.315,1,1
C01625,Hredhaan Kumer,28,Male,Surat,Married,Salaried,Accountant,66849,42291,26510,522204,Family Owned,Master,3,677,23,0,0,32,YouTube,Web,13,LN322435,Personal,902409,783306,12,23.44,73856.98,1.1,2024-08-17,65,35,0.41,High,0,Insufficient Repayment Capacity,0.98,Rejected,0,20,5,4,5,18.9,80,463417.39999999997,305105.41,0.658,0.25,66478.91666666667,40455.416666666664,26023.5,98.66666666666667,0.3175,0,0
C01626,Girindra Saxena,30,Female,Meerut,Single,Salaried,Bank Officer,99152,55394,30718,1576459,Rented,Diploma,1,766,107,1,6,367,YouTube,Web,97,LN140718,Personal,1027956,799174,24,18.67,40157.24,0.41,2024-12-22,35,65,0.23,Medium,1,,0.67,Defaulted,1,12,0,1,0,2.9166666666666665,5,2530529.2800000003,2466385.31,0.975,0.0,100478.08333333333,58896.666666666664,41581.416666666664,74.5,0.14916666666666667,1,0
C01627,Ishita Luthra,35,Female,Delhi,Divorced,Salaried,Teacher,84502,45525,4407,1387815,Owned,Diploma,2,769,64,10,5,305,Referral,iPhone,96,LN692486,Home Renovation,3696668,3145863,48,10.3,80241.21,0.95,2025-06-15,35,65,0.23,Medium,0,Insufficient Repayment Capacity,3.1,Rejected,0,19,1,2,1,6.631578947368421,52,1216509.96,1095406.79,0.9,0.053,85605.41666666667,51421.25,34184.166666666664,90.5,0.14916666666666667,1,1
C01628,Yagnesh Ram,38,Male,Hyderabad,Married,Self-employed,Freelancer,111426,47538,32340,1721245,Family Owned,Diploma,4,752,110,12,8,59,YouTube,Android,31,LN323926,Home Renovation,5055121,3571062,60,9.29,74633.0,0.67,2025-11-22,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.67,Rejected,0,20,2,2,2,10.3,72,937846.2,814468.6699999999,0.868,0.1,108579.33333333333,47980.833333333336,60598.5,76.75,0.12416666666666666,0,0
C01629,Ekaja Uppal,47,Male,Darbhanga,Divorced,Salaried,Software Engineer,102432,41782,8000,3488650,Owned,Diploma,0,722,106,10,2,87,Facebook,iPhone,43,LN919353,Business,2801857,2656688,60,13.37,60952.2,0.6,2026-01-10,25,75,0.17,Medium,1,,2.16,Closed,0,12,0,2,2,4.833333333333333,16,468549.36,435962.8,0.93,0.167,103269.83333333333,42853.666666666664,60416.166666666664,88.25,0.3358333333333334,0,0
C01630,Upkaar Chhabra,48,Female,Kolkata,Married,Salaried,Teacher,120315,51586,17816,1814344,Rented,High School,1,763,54,21,4,117,Facebook,Android,30,LN336321,Personal,5755434,4460404,12,21.6,416610.55,3.46,2025-08-10,35,65,0.23,Medium,0,Insufficient Repayment Capacity,3.09,Rejected,0,15,0,1,0,2.533333333333333,6,527898.0,513528.93999999994,0.973,0.0,120018.08333333333,54604.333333333336,65413.75,84.08333333333333,0.14666666666666667,1,0
C01631,William Rau,59,Female,Kolkata,Married,Salaried,Software Engineer,140503,81687,50133,3196983,Rented,Master,4,755,84,16,2,32,Instagram,iPhone,10,LN262985,Home Renovation,5635722,4718751,60,10.03,100329.18,0.71,2024-10-06,63,37,0.398,High,0,Insufficient Repayment Capacity,2.8,Rejected,0,14,1,5,2,9.428571428571429,57,1327510.6600000001,1105108.3,0.832,0.143,138682.83333333334,91302.91666666667,47379.916666666664,76.75,0.1575,1,1
C01632,Divya Pradhan,40,Male,Delhi,Married,Salaried,Doctor,73077,41199,8166,551246,Rented,Master,1,721,86,17,2,247,Google Ads,Android,64,LN383236,Medical,2278753,1884032,36,12.55,63072.89,0.86,2025-12-24,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.15,Rejected,0,20,1,3,3,7.35,56,1210621.2,1064399.96,0.879,0.15,73704.83333333333,44450.166666666664,29254.666666666668,75.41666666666667,0.33749999999999997,1,1
C01633,Abhiram Raju,37,Male,Jamshedpur,Married,Unemployed,Unemployed,9841,9092,0,18894,Rented,High School,4,470,27,0,1,299,Facebook,Android,77,LN974821,Vehicle,200000,146218,60,12.87,3317.19,0.34,2024-12-16,100,0,0.62,High,0,High Risk,1.24,Rejected,0,14,2,3,2,10.857142857142858,57,88148.34000000001,69660.51000000001,0.79,0.143,5815.833333333333,9966.333333333334,-4150.5,34.083333333333336,0.6508333333333334,1,10
C01634,Abeer Chad,37,Male,Bhubaneswar,Single,Salaried,Software Engineer,48075,26924,9745,626484,Rented,Diploma,0,698,6,4,0,187,Instagram,Android,86,LN258041,Home Renovation,2031945,1480470,48,10.85,38155.77,0.79,2025-01-07,58,42,0.368,High,0,Insufficient Repayment Capacity,2.57,Rejected,0,23,2,6,3,9.478260869565217,68,282161.93,223286.41999999998,0.791,0.13,48138.0,29232.916666666668,18905.083333333332,94.08333333333333,0.345,1,1
C01635,Faraj Oza,30,Male,Indore,Single,Salaried,Doctor,106650,75915,40588,2173216,Rented,PhD,0,694,43,7,2,114,Facebook,Android,38,LN816354,Business,802058,768938,48,14.55,21225.13,0.2,2026-03-24,47,53,0.302,Medium,1,,0.6,Defaulted,1,20,3,8,5,14.3,71,1998918.8,1368025.57,0.684,0.25,107349.08333333333,79537.41666666667,27811.666666666668,92.25,0.345,0,0
C01636,Anirudh Dixit,37,Male,Chennai,Married,Salaried,Accountant,69150,27665,25384,588019,Rented,Bachelor,2,686,97,4,0,287,YouTube,Web,94,LN197812,Business,2243231,1801691,48,10.09,45773.45,0.66,2024-09-03,63,37,0.398,High,0,Insufficient Repayment Capacity,2.17,Rejected,0,18,0,2,0,3.6666666666666665,11,34257.24,32835.04,0.958,0.0,68855.0,30219.25,38635.75,83.16666666666667,0.3283333333333333,1,0
C01637,Anjali Raju,44,Female,Ahmedabad,Married,Salaried,Bank Officer,117559,56577,46312,2581752,Owned,Bachelor,1,794,106,5,8,38,Referral,Web,16,LN725657,Business,6285714,4644126,48,10.59,119107.28,1.01,2025-07-28,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.29,Rejected,0,21,0,0,0,2.238095238095238,5,857475.3600000001,857475.3600000001,1.0,0.0,117446.33333333333,62640.416666666664,54805.916666666664,82.08333333333333,0.13583333333333333,1,0
C01638,Falguni Shroff,32,Male,Bangalore,Married,Salaried,Doctor,118025,59435,10194,2001318,Rented,Bachelor,4,703,83,6,3,17,Facebook,Android,7,LN763918,Business,2286971,1921747,36,11.19,63088.59,0.53,2024-09-01,32,68,0.212,Medium,1,,1.36,Active,0,18,4,7,4,16.88888888888889,77,3595799.5200000005,2213879.85,0.616,0.222,118951.5,65697.25,53254.25,95.83333333333333,0.3233333333333333,1,1
C01639,Barkha Tata,50,Female,Delhi,Married,Salaried,Accountant,131417,80409,45071,4687226,Owned,PhD,3,767,117,6,5,202,YouTube,iPhone,80,LN443126,Vehicle,1395215,1350405,48,9.43,33881.29,0.26,2025-12-19,32,68,0.212,Medium,1,,0.86,Active,0,23,0,1,1,3.869565217391304,20,2224839.4499999997,2186092.05,0.983,0.043,133503.08333333334,99530.58333333333,33972.5,73.41666666666667,0.18083333333333332,3,2
C01640,Sanya Dixit,28,Male,Mumbai,Married,Salaried,Doctor,46245,27931,16079,757106,Owned,Bachelor,1,721,72,2,5,141,YouTube,Web,78,LN574466,Medical,1091445,770475,12,19.89,71332.01,1.54,2025-02-19,50,50,0.32,High,0,Insufficient Repayment Capacity,1.39,Rejected,0,20,3,4,4,13.25,72,493870.4,373729.17,0.757,0.2,46565.083333333336,29831.583333333332,16733.5,92.75,0.34833333333333333,1,0
C01641,Nitara Sibal,63,Male,Jamshedpur,Single,Self-employed,Consultant,39773,20643,12840,390347,Rented,Bachelor,1,695,35,4,1,86,Instagram,iPhone,30,LN747026,Medical,353122,260809,24,18.84,13126.76,0.33,2025-09-07,37,63,0.242,Medium,1,,0.55,Active,0,12,3,1,3,17.166666666666668,71,249308.16,183558.27000000002,0.736,0.25,40713.916666666664,20537.25,20176.666666666668,90.75,0.33,0,0
C01642,Mohammed Sani,39,Male,Meerut,Divorced,Salaried,Sales Executive,36167,22697,2109,648343,Family Owned,Master,2,711,92,13,3,58,Facebook,iPhone,33,LN868173,Personal,1086348,1041374,12,13.48,93247.37,2.58,2025-05-08,51,49,0.326,High,0,Insufficient Repayment Capacity,2.4,Rejected,0,22,6,5,7,22.181818181818183,78,767724.98,492127.00999999995,0.641,0.318,36166.833333333336,25852.75,10314.083333333334,80.58333333333333,0.36083333333333334,1,1
C01643,Farhan Venkatesh,27,Female,Mumbai,Single,Salaried,Bank Officer,117725,81006,31915,4235753,Family Owned,Bachelor,1,705,57,5,3,57,Instagram,iPhone,15,LN621427,Home Renovation,4375189,3157617,48,9.08,78697.44,0.67,2024-12-16,68,32,0.428,High,0,Insufficient Repayment Capacity,2.24,Rejected,0,19,0,3,2,4.578947368421052,18,700744.1299999999,673294.6599999999,0.961,0.105,118073.33333333333,80889.0,37184.333333333336,90.83333333333333,0.325,0,0
C01644,Bimala Bose,22,Male,Kolkata,Single,Student,Student,22779,17052,6271,121802,Rented,High School,0,600,5,0,0,91,Instagram,Web,34,LN855976,Personal,450699,401710,24,15.94,19657.46,0.86,2026-05-30,93,7,0.578,High,0,High Risk,1.47,Rejected,0,24,5,6,6,16.25,84,147461.76,100418.88,0.681,0.25,16877.583333333332,19652.583333333332,-2775.0,46.0,0.5933333333333334,2,9
C01645,Anvi Warrior,64,Female,Srinagar,Married,Self-employed,Business Owner,246787,131876,54713,5306409,Family Owned,Master,2,760,113,19,6,3,Referral,Android,2,LN306624,Vehicle,1348494,1132306,36,7.21,35071.14,0.14,2024-10-03,10,90,0.08,Low,1,,0.38,Closed,0,12,1,1,1,8.166666666666666,49,1679335.56,1509458.05,0.899,0.083,253640.91666666666,151323.08333333334,102317.83333333333,66.66666666666667,0.1275,1,0
C01646,Manya Bhasin,58,Male,Patna,Married,Salaried,Software Engineer,75285,55090,11197,1153807,Rented,High School,2,692,6,35,0,143,Facebook,Web,73,LN206550,Vehicle,1785738,1273227,24,10.8,59224.2,0.79,2026-04-12,50,50,0.32,High,0,Insufficient Repayment Capacity,1.41,Rejected,0,20,2,1,2,4.95,31,799965.2000000001,694796.54,0.869,0.1,75137.33333333333,72416.58333333333,2720.75,88.66666666666667,0.31083333333333335,3,3
C01647,Indali Contractor,27,Female,Jamshedpur,Married,Salaried,Software Engineer,104400,54238,22545,2688214,Rented,PhD,4,756,40,3,2,14,Instagram,iPhone,8,LN474306,Personal,822798,704660,12,20.17,65333.18,0.63,2026-01-18,43,57,0.278,Medium,0,Insufficient Repayment Capacity,0.56,Rejected,0,17,2,3,4,11.235294117647058,76,1581283.22,1250973.72,0.791,0.235,105415.83333333333,56312.833333333336,49103.0,84.83333333333333,0.15416666666666667,1,1
C01648,Hardik Salvi,48,Male,Kolkata,Married,Salaried,Government Employee,64597,43669,2920,1081296,Family Owned,PhD,1,732,93,4,1,97,Referral,Web,40,LN760366,Medical,477443,450834,24,16.27,22132.44,0.34,2025-07-21,18,82,0.128,Low,1,,0.58,Closed,0,24,0,2,1,2.8333333333333335,18,656222.88,641327.89,0.977,0.042,64338.416666666664,45127.333333333336,19211.083333333332,83.58333333333333,0.3541666666666667,0,0
C01649,Harsh Ramachandran,57,Male,Surat,Married,Salaried,Doctor,30644,19142,7865,427234,Rented,Bachelor,3,704,5,35,0,181,YouTube,iPhone,77,LN833990,Personal,679603,651338,12,19.66,60230.44,1.97,2025-11-21,50,50,0.32,High,0,Insufficient Repayment Capacity,1.77,Rejected,0,16,3,2,3,14.75,85,114502.88,89030.77,0.778,0.188,30272.166666666668,21047.333333333332,9224.833333333334,96.83333333333333,0.33249999999999996,1,1
C01650,Andrew Bal,54,Female,Kolkata,Divorced,Self-employed,Freelancer,79071,32590,28830,1087978,Owned,High School,0,742,75,4,5,161,Google Ads,iPhone,72,LN919672,Business,1695588,1337221,60,15.44,32122.07,0.41,2025-03-26,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.41,Rejected,0,16,1,4,2,6.125,30,835591.04,681213.87,0.815,0.125,77239.83333333333,34690.833333333336,42549.0,84.16666666666667,0.3675,1,0
C01651,Yashvi Banik,27,Female,Meerut,Married,Salaried,Accountant,95885,53599,34325,962126,Rented,Bachelor,3,707,97,3,1,43,Instagram,iPhone,11,LN717701,Medical,713471,685890,36,13.11,23146.7,0.24,2025-02-18,52,48,0.332,High,1,,0.6,Closed,0,24,1,6,3,6.875,48,1009787.76,880315.44,0.872,0.125,97143.25,54037.75,43105.5,74.41666666666667,0.36166666666666664,0,0
C01652,Gautam Grewal,35,Male,Delhi,Divorced,Self-employed,Freelancer,158492,82355,40784,2969667,Rented,Diploma,2,691,49,12,1,81,YouTube,iPhone,22,LN984584,Vehicle,2727938,2323342,60,10.51,49949.19,0.32,2026-05-06,37,63,0.242,Medium,1,,1.22,Closed,0,12,2,4,2,14.166666666666666,85,1025194.08,744082.79,0.726,0.167,162324.0,87796.58333333333,74527.41666666667,73.75,0.3425,2,0
C01653,Peter Viswanathan,23,Male,Indore,Single,Student,Student,20191,16003,2793,112483,Family Owned,High School,1,622,59,0,2,194,Referral,Web,80,LN603627,Medical,64446,57524,36,12.99,1937.93,0.1,2026-01-25,68,32,0.428,High,1,,0.24,Closed,0,20,4,7,7,18.85,77,396415.19999999995,252220.66999999998,0.636,0.35,14844.75,16156.0,-1311.25,69.25,0.6608333333333333,0,7
C01654,Vansha Konda,47,Female,Surat,Married,Salaried,Sales Executive,127324,75479,44832,4136422,Owned,Diploma,2,728,55,25,0,153,Facebook,iPhone,91,LN960515,Business,1135074,948910,36,14.46,32643.9,0.26,2024-09-12,42,58,0.272,Medium,1,,0.62,Closed,0,18,6,2,7,20.333333333333332,88,2499834.78,1570899.21,0.628,0.389,126626.5,78195.33333333333,48431.166666666664,79.41666666666667,0.355,1,1
C01655,Devika Chad,51,Female,Nagpur,Married,Self-employed,Shop Owner,63581,47176,5865,653758,Rented,High School,1,689,19,27,1,181,Instagram,Android,90,LN158271,Medical,1908481,1511734,24,19.3,76424.95,1.2,2025-02-15,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.98,Rejected,0,13,0,0,0,2.6923076923076925,5,115353.29,115353.29,1.0,0.0,62070.083333333336,47464.833333333336,14605.25,77.75,0.35916666666666663,0,1
C01656,Anita Seth,28,Female,Bangalore,Married,Self-employed,Contractor,218723,102762,83103,3277785,Rented,Bachelor,3,700,39,2,2,175,Google Ads,iPhone,45,LN998705,Vehicle,2929334,2344036,60,8.29,47854.59,0.22,2025-10-13,42,58,0.272,Medium,1,,0.89,Closed,0,12,0,1,1,3.3333333333333335,16,3003672.84,2843154.61,0.947,0.083,213129.41666666666,117751.5,95377.91666666667,75.08333333333333,0.32416666666666666,2,1
C01657,Dayita Reddy,50,Male,Mumbai,Married,Salaried,Government Employee,76665,59901,7934,1370680,Rented,Bachelor,2,701,12,5,0,80,Instagram,Web,40,LN548379,Business,589682,481259,60,12.71,10878.81,0.14,2026-02-13,30,70,0.2,Medium,1,,0.52,Defaulted,1,24,6,8,6,19.333333333333332,85,368255.27999999997,238607.99,0.648,0.25,76299.58333333333,60138.833333333336,16160.75,95.75,0.365,0,0
C01658,Jai Sarraf,32,Female,Jamshedpur,Married,Salaried,Government Employee,141389,71784,18053,2189117,Owned,PhD,3,729,31,8,2,26,YouTube,Android,8,LN460135,Business,6591685,6548225,60,12.54,147454.82,1.04,2024-10-16,58,42,0.368,High,0,Insufficient Repayment Capacity,3.86,Rejected,0,21,0,1,0,3.5238095238095237,12,210831.81,204685.16,0.971,0.0,141143.58333333334,73605.16666666667,67538.41666666667,74.41666666666667,0.375,0,0
C01659,Harrison Khanna,24,Female,Hyderabad,Single,Salaried,Software Engineer,28058,17994,1456,108628,Family Owned,Master,1,670,18,2,1,81,Referral,Android,29,LN916356,Vehicle,547265,449266,36,9.9,14475.47,0.52,2024-08-28,38,62,0.248,Medium,1,,1.33,Defaulted,1,12,2,3,2,10.083333333333334,41,548636.76,397684.91000000003,0.725,0.167,28104.75,22005.666666666668,6099.083333333333,95.41666666666667,0.3675,2,2
C01660,Pahal Joshi,27,Female,Bhubaneswar,Married,Salaried,Bank Officer,115086,50913,44440,3914702,Family Owned,Bachelor,2,707,23,0,0,151,Google Ads,iPhone,69,LN191207,Business,1743164,1439107,48,15.65,40527.19,0.35,2024-11-15,55,45,0.35,High,1,,1.04,Defaulted,1,15,1,5,1,10.0,75,1454494.95,1136007.37,0.781,0.067,112933.83333333333,50438.083333333336,62495.75,88.75,0.33083333333333337,0,0
C01661,Azad Trivedi,18,Male,Bhopal,Married,Student,Student,13824,10230,3026,77486,Rented,High School,3,581,1,0,0,18,Referral,Web,7,LN657429,Personal,181480,175987,12,16.53,16011.62,1.16,2025-10-25,98,2,0.608,High,0,High Risk,1.06,Rejected,0,12,2,4,5,18.583333333333332,80,86062.20000000001,56999.9,0.662,0.417,10805.25,10766.666666666666,38.583333333333336,50.833333333333336,0.7233333333333333,1,6
C01662,Charita Lata,45,Female,Kolkata,Single,Salaried,Doctor,133915,74210,14682,4621701,Family Owned,Diploma,1,755,84,20,3,113,YouTube,iPhone,35,LN832723,Personal,4512700,3945821,12,22.0,369306.67,2.76,2025-10-31,36,64,0.236,Medium,0,Insufficient Repayment Capacity,2.46,Rejected,0,20,1,1,2,6.8,74,529104.2,486901.95999999996,0.92,0.1,135653.58333333334,74044.16666666667,61609.416666666664,78.25,0.18416666666666667,0,0
