customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score
C01070,Qasim Dhar,21,Male,Bangalore,Single,Student,Student,28321,23022,3734,133277,Rented,High School,1,604,34,0,2,172,Facebook,Web,77
C01071,Devansh Chawla,64,Female,Patna,Married,Self-employed,Business Owner,136456,104966,53372,2015549,Family Owned,PhD,2,675,38,3,1,189,Instagram,Android,94
C01072,Hema Biswas,21,Male,Surat,Married,Student,Student,16802,10435,5459,72395,Rented,High School,2,575,18,0,1,88,Google Ads,iPhone,46
C01073,Theodore Char,61,Female,Hyderabad,Married,Self-employed,Freelancer,164934,101725,7425,5658194,Rented,Diploma,4,695,106,10,0,89,Referral,Web,39
C01074,Lakshmi Mitter,40,Female,Bangalore,Divorced,Salaried,Doctor,46046,28340,1407,744796,Rented,Bachelor,2,731,28,10,1,77,Google Ads,iPhone,32
C01075,Orinder Prasad,45,Female,Srinagar,Married,Salaried,Software Engineer,147020,68978,57473,4618823,Owned,PhD,4,726,5,18,0,35,Google Ads,iPhone,9
C01076,Ridhi Sule,26,Male,Bangalore,Married,Salaried,Government Employee,125075,56712,17590,3555434,Rented,High School,2,730,75,4,2,21,Google Ads,Android,12
C01077,Azaan Sampath,24,Male,Nagpur,Single,Salaried,Government Employee,55533,26108,4641,683448,Rented,Diploma,0,695,24,0,0,151,Referral,iPhone,59
C01078,Madhav Thaman,38,Other,Chapra,Married,Salaried,Software Engineer,42845,18766,14307,728023,Rented,Diploma,3,747,22,0,0,90,YouTube,Web,35
C01079,Yasti Mani,28,Female,Patna,Divorced,Self-employed,Shop Owner,46397,36463,11749,375284,Owned,Master,1,678,29,3,0,223,Instagram,iPhone,66
C01080,Madhavi Kar,56,Male,Meerut,Married,Salaried,Sales Executive,125688,53438,6306,782024,Rented,Bachelor,4,749,97,12,1,10,Instagram,iPhone,4
C01081,Janaki Kapoor,38,Female,Jamshedpur,Married,Salaried,Sales Executive,91866,66750,6063,1537073,Rented,High School,3,729,102,16,7,59,Google Ads,Web,35
C01082,Kashish Murthy,20,Male,Surat,Single,Student,Student,6797,5860,1663,26363,Rented,High School,1,602,24,0,1,1,Facebook,Web,1
C01083,Zehaan Sachdeva,26,Female,Bhubaneswar,Married,Salaried,Teacher,50558,32987,5818,663674,Owned,PhD,2,711,21,3,1,164,YouTube,Web,43
C01084,Aditya Naik,18,Female,Surat,Single,Student,Student,22436,16979,3168,92720,Family Owned,High School,0,577,1,0,0,46,Instagram,Android,19
C01085,Harinakshi Chana,39,Female,Bhubaneswar,Married,Self-employed,Contractor,114121,60361,8815,3279987,Owned,Master,1,730,110,16,1,144,Facebook,Android,41
C01086,Wishi Sangha,59,Female,Ahmedabad,Divorced,Self-employed,Contractor,216574,160405,75378,7450800,Rented,High School,2,683,102,9,2,10,Google Ads,iPhone,3
C01087,Rachana Khosla,63,Male,Nagpur,Married,Self-employed,Business Owner,236053,116838,54519,7899992,Rented,Bachelor,1,720,18,29,0,15,Facebook,iPhone,6
C01088,Damyanti Badal,40,Female,Bhopal,Married,Salaried,Sales Executive,113838,57492,35675,3342678,Owned,Master,2,759,95,17,4,61,Google Ads,iPhone,35
C01089,Kamya Tata,36,Female,Kolkata,Single,Self-employed,Contractor,119104,68360,46131,3278298,Rented,Master,1,673,27,9,0,238,Referral,Android,64
C01090,Vamakshi Mangat,37,Female,Meerut,Married,Salaried,Government Employee,42375,21578,12031,699654,Rented,PhD,2,729,35,3,1,198,Referral,Web,83
C01091,Finn Tiwari,29,Female,Mumbai,Married,Self-employed,Consultant,175284,84840,4250,5665319,Family Owned,Bachelor,4,737,91,2,6,261,Referral,Web,81
C01092,Victor Vora,51,Male,Indore,Married,Salaried,Government Employee,74158,40015,29047,557104,Rented,Diploma,4,726,49,28,1,212,YouTube,Web,73
C01093,Wahab Sarma,63,Male,Nagpur,Divorced,Self-employed,Business Owner,115056,72094,27776,919742,Family Owned,Master,1,683,3,31,0,120,Referral,Web,66
C01094,Mekhala Setty,59,Female,Delhi,Married,Self-employed,Contractor,104968,69546,5766,1614478,Rented,Master,3,695,53,25,1,145,Instagram,Web,41
C01095,Nitesh Dugal,20,Male,Darbhanga,Single,Student,Student,5778,3388,1961,9922,Family Owned,High School,1,611,21,0,0,206,Instagram,iPhone,100
C01096,Tripti Salvi,29,Female,Surat,Married,Salaried,Government Employee,125960,82809,11289,1135553,Family Owned,Diploma,1,692,86,0,1,376,Instagram,iPhone,100
C01097,Isaiah Choudhury,36,Male,Ranchi,Single,Salaried,Bank Officer,69009,40789,25735,1189912,Rented,Master,1,759,94,9,4,353,Facebook,Web,89
C01098,Nirja Shenoy,18,Male,Srinagar,Single,Student,Student,27925,25555,1665,99141,Rented,Bachelor,1,595,1,0,0,163,Instagram,Android,83
C01099,Wahab Rajagopalan,22,Female,Chapra,Single,Student,Student,24710,17944,7522,69125,Owned,Bachelor,0,584,4,0,0,79,Google Ads,iPhone,48
C01100,Siddharth Nori,29,Male,Ahmedabad,Single,Salaried,Doctor,143577,68880,3213,1230951,Owned,Master,1,693,112,7,0,90,Google Ads,Android,44
C01101,Adya Badal,29,Female,Bhopal,Single,Salaried,Sales Executive,104321,68332,40623,2713319,Family Owned,Diploma,0,698,87,5,2,101,Instagram,iPhone,32
C01102,Abha Baral,32,Female,Darbhanga,Single,Self-employed,Consultant,75707,34936,8769,612981,Family Owned,High School,0,646,11,0,0,248,Facebook,Web,99
C01103,Rayaan Choudhry,27,Male,Patna,Married,Salaried,Teacher,68624,54471,12725,456575,Rented,High School,1,665,55,0,1,194,Referral,Web,54
C01104,Hritik Morar,48,Female,Chapra,Married,Salaried,Teacher,54288,32698,8674,556363,Rented,Master,1,720,51,11,3,129,Instagram,Android,39
C01105,Nandini Aggarwal,39,Male,Jamshedpur,Single,Salaried,Teacher,75917,42517,11325,1172894,Rented,Bachelor,0,717,68,5,5,22,Instagram,iPhone,6
C01106,Siya Balasubramanian,41,Male,Mumbai,Divorced,Self-employed,Freelancer,249607,149904,69710,5450354,Owned,Master,1,660,18,9,1,241,Facebook,Android,91
C01107,Owen Choudhary,27,Female,Bhopal,Married,Salaried,Bank Officer,137557,58696,6200,4260753,Rented,Bachelor,4,733,60,2,3,322,Instagram,Android,95
C01108,Pooja Bhalla,22,Female,Srinagar,Single,Student,Student,18778,16433,4427,34513,Owned,Diploma,1,573,35,0,2,174,Referral,Android,79
C01109,Yachana Gupta,24,Female,Chennai,Single,Salaried,Bank Officer,126772,69212,41518,3427194,Owned,Bachelor,0,759,46,0,1,26,YouTube,iPhone,9
C01110,Xiti Pandey,55,Female,Ahmedabad,Married,Salaried,Software Engineer,125181,54483,20071,1255181,Owned,Bachelor,4,750,101,32,6,80,Facebook,iPhone,37
C01111,Ridhi Prabhakar,51,Female,Bhubaneswar,Married,Self-employed,Freelancer,199017,90961,17309,4164586,Family Owned,Diploma,1,677,36,5,1,114,Facebook,iPhone,44
C01112,David More,44,Male,Ranchi,Married,Salaried,Bank Officer,105556,67738,3068,3081419,Owned,High School,1,749,56,5,3,14,YouTube,Web,5
C01113,Meera Nagarajan,33,Female,Meerut,Married,Self-employed,Freelancer,239821,140029,13980,6076244,Rented,Master,4,708,84,8,5,194,Facebook,Web,62
C01114,Rohan Chaudhari,22,Female,Delhi,Single,Student,Student,25764,15756,395,80663,Rented,High School,1,591,21,0,1,132,Facebook,Web,36
C01115,Aishani Cheema,25,Female,Mumbai,Married,Student,Student,26688,16556,3546,51570,Owned,High School,3,609,42,0,3,154,YouTube,Android,82
C01116,Praneel Boase,23,Male,Bangalore,Single,Student,Student,23623,12895,3130,121550,Rented,Bachelor,0,646,55,0,1,230,YouTube,Android,70
C01117,Niharika Dixit,37,Female,Bhopal,Married,Salaried,Bank Officer,65514,32435,2967,846012,Owned,Master,3,763,35,5,2,128,Google Ads,Web,72
C01118,Niharika Ramanathan,48,Female,Patna,Married,Salaried,Teacher,57918,27666,9280,956826,Rented,Diploma,2,752,92,1,7,200,Google Ads,Android,69
C01119,Balhaar Choudhury,23,Male,Jamshedpur,Single,Student,Student,10318,6735,1765,44776,Rented,Diploma,0,622,24,0,2,63,YouTube,Web,38
C01120,Advik Krish,31,Female,Indore,Married,Self-employed,Consultant,235746,107854,19584,1454658,Family Owned,High School,4,720,88,5,6,89,Google Ads,iPhone,28
C01121,Baljiwan Vohra,46,Female,Ahmedabad,Married,Salaried,Software Engineer,64679,44674,4998,808376,Rented,Diploma,3,713,84,4,3,122,YouTube,iPhone,45
C01122,Madhavi Gill,36,Female,Ballia,Married,Salaried,Doctor,54177,23254,510,272940,Rented,Master,3,680,46,8,3,50,YouTube,Web,13
C01123,Rajata Shanker,45,Female,Indore,Married,Salaried,Accountant,129711,73756,50783,2457295,Rented,Bachelor,3,706,41,9,3,193,YouTube,iPhone,70
C01124,Pavani Chaudhary,32,Female,Nagpur,Married,Salaried,Bank Officer,111804,64179,32107,3865792,Rented,Diploma,3,748,4,6,0,217,Instagram,Web,77
C01125,Teerth Sarraf,21,Male,Nagpur,Single,Student,Student,12622,12402,3701,69548,Rented,Bachelor,1,578,11,0,0,193,Referral,iPhone,53
C01126,Charvi Merchant,25,Male,Hyderabad,Married,Student,Student,14159,9014,2806,79967,Rented,Diploma,3,627,66,0,4,245,Instagram,Web,68
C01127,Rushil Babu,40,Female,Ranchi,Single,Self-employed,Freelancer,41665,23929,2815,617140,Rented,Diploma,0,728,86,2,3,232,YouTube,Web,96
C01128,Osha Kurian,29,Female,Bhopal,Single,Self-employed,Freelancer,136286,69826,33489,2032287,Rented,PhD,1,677,70,6,2,120,YouTube,iPhone,42
C01129,Farhan Chahal,23,Female,Ahmedabad,Single,Student,Student,10122,8099,2964,44320,Rented,High School,1,543,22,0,0,123,Referral,Android,46
C01130,Kiaan Menon,52,Female,Hyderabad,Single,Salaried,Teacher,119637,58648,4072,3184515,Rented,Master,0,742,42,18,3,69,Facebook,Android,23
C01131,Tanish Wason,27,Male,Bhopal,Single,Self-employed,Consultant,205150,120936,78704,4746979,Rented,PhD,1,683,108,0,2,4,Referral,Web,3
C01132,Anusha Bava,42,Female,Chennai,Married,Salaried,Accountant,96184,74178,20685,509500,Rented,Master,3,699,101,3,7,46,Referral,Android,26
C01133,Aayush Nigam,19,Female,Bhubaneswar,Married,Student,Student,13945,11733,4901,59765,Family Owned,Bachelor,2,569,11,0,0,272,Facebook,Web,76
C01134,Yagnesh Raj,19,Male,Ahmedabad,Single,Student,Student,18260,16499,4630,29156,Rented,Bachelor,0,572,3,0,0,139,Instagram,iPhone,63
C01135,Osha Boase,34,Female,Kolkata,Married,Salaried,Accountant,95229,55944,8970,528875,Owned,Bachelor,2,733,15,10,1,63,Facebook,Android,22
C01136,Wyatt Subramanian,47,Male,Meerut,Married,Salaried,Sales Executive,118432,56237,15884,2621300,Owned,Diploma,2,718,43,4,3,142,Facebook,iPhone,58
C01137,Maya Uppal,30,Male,Chapra,Married,Salaried,Doctor,114916,48254,42714,3302428,Rented,PhD,4,732,105,6,2,78,YouTube,iPhone,35
C01138,Laksh Edwin,38,Female,Pune,Married,Self-employed,Business Owner,246284,147467,88379,6729287,Rented,Master,3,734,63,14,2,164,YouTube,iPhone,46
C01139,Rushil Goda,45,Male,Nagpur,Single,Self-employed,Business Owner,169352,72910,3089,1335276,Family Owned,High School,1,721,85,17,2,114,Google Ads,Android,51
C01140,Udyati Patla,38,Male,Kolkata,Divorced,Self-employed,Consultant,149827,119133,13707,5235155,Rented,PhD,0,685,75,5,5,227,Facebook,Android,66
C01141,Arya Dutta,44,Male,Meerut,Married,Salaried,Government Employee,134063,80389,42985,1893271,Owned,Bachelor,2,756,87,13,2,229,YouTube,Web,65
C01142,Abhimanyu Borah,36,Male,Chapra,Married,Salaried,Sales Executive,136189,91742,34525,1374450,Rented,High School,4,683,21,0,1,40,Instagram,Android,14
C01143,Jagvi Keer,50,Female,Surat,Single,Unemployed,Unemployed,6264,5771,0,63,Owned,Bachelor,0,459,93,0,4,204,Referral,iPhone,100
C01144,Vivaan Bedi,25,Male,Pune,Married,Salaried,Accountant,138900,78266,50130,3319244,Owned,High School,4,732,51,0,4,117,YouTube,Web,41
C01145,Ria Badami,33,Male,Nagpur,Married,Self-employed,Business Owner,127428,89060,11891,3416285,Family Owned,Diploma,2,704,86,11,1,161,Facebook,Android,59
C01146,Mohammed Bhat,29,Female,Meerut,Single,Salaried,Doctor,30456,18881,11835,171299,Rented,Master,0,703,10,5,0,62,Facebook,iPhone,21
C01147,Jasmit Pandya,22,Male,Pune,Single,Salaried,Government Employee,145545,83683,31643,3126377,Rented,PhD,0,731,33,0,0,100,Google Ads,Web,27
C01148,Reyansh Arya,64,Male,Delhi,Divorced,Self-employed,Consultant,167593,79687,62670,2787750,Rented,PhD,2,689,33,8,0,92,Instagram,Web,47
C01149,Sathvik Cherian,25,Female,Indore,Married,Salaried,Bank Officer,86217,66211,17219,864907,Owned,High School,2,681,16,0,1,44,Google Ads,Web,20
C01150,Gaurav Nagarajan,28,Female,Kolkata,Single,Salaried,Teacher,93339,72340,13400,681012,Family Owned,PhD,0,709,107,6,8,182,Instagram,Web,71
C01151,Harsh Kibe,51,Male,Chennai,Married,Self-employed,Freelancer,164625,112779,59251,5211572,Rented,PhD,2,738,82,26,6,95,Instagram,Android,29
C01152,Simon Sinha,24,Female,Chapra,Single,Salaried,Accountant,87219,52194,12535,363256,Rented,Diploma,1,730,12,1,1,148,Facebook,iPhone,72
C01153,Gunbir Nair,31,Male,Darbhanga,Married,Salaried,Software Engineer,39662,30697,13269,511171,Owned,Diploma,3,697,9,8,0,98,Instagram,iPhone,29
C01154,Mitesh Pradhan,55,Male,Delhi,Married,Salaried,Doctor,63687,47480,18400,351176,Family Owned,Master,3,660,3,22,0,8,Google Ads,Android,5
C01155,Andrew Venkatesh,31,Female,Chennai,Single,Salaried,Sales Executive,77704,59798,2439,1028435,Rented,Bachelor,1,736,64,8,4,100,Facebook,Android,36
C01156,Rishi Chaudry,56,Female,Chennai,Married,Self-employed,Contractor,122168,65027,34996,2707043,Rented,Bachelor,4,686,82,28,1,86,Facebook,iPhone,30
C01157,Saanvi Magar,42,Female,Indore,Single,Salaried,Bank Officer,37295,29271,1463,140160,Rented,Diploma,0,702,36,6,2,16,Instagram,iPhone,9
C01158,Aarush Lad,52,Female,Indore,Married,Self-employed,Contractor,142960,110396,41181,3979808,Rented,Master,2,686,71,4,1,184,Facebook,Android,100
C01159,Geetika Sridhar,22,Female,Patna,Single,Salaried,Doctor,87863,45408,30099,1231200,Owned,PhD,0,744,38,0,2,231,Referral,iPhone,70
C01160,Champak Soni,23,Male,Bangalore,Single,Student,Student,13303,13180,997,69708,Family Owned,Bachelor,0,577,26,0,0,145,Instagram,iPhone,41
C01161,Isaac Merchant,25,Female,Ranchi,Married,Salaried,Bank Officer,55203,33572,17019,773726,Owned,High School,3,703,58,3,4,90,YouTube,Android,25
C01162,Ekansh Sen,52,Male,Indore,Married,Salaried,Doctor,109187,75122,22272,2562710,Owned,High School,4,722,115,17,2,222,Facebook,Android,78
C01163,Aadi Bhatti,23,Female,Meerut,Single,Student,Student,13643,7502,5040,60460,Owned,Diploma,1,660,35,0,1,38,Instagram,Android,22
C01164,Pavani Venkataraman,25,Male,Bhopal,Single,Salaried,Government Employee,136217,71190,52577,987104,Rented,Bachelor,1,724,49,1,4,76,Referral,Web,42
C01165,Balendra Srinivas,53,Male,Chapra,Married,Salaried,Accountant,50869,30847,10576,460304,Owned,High School,2,698,8,9,0,178,YouTube,Android,61
C01166,Indali Jain,42,Male,Mumbai,Married,Salaried,Sales Executive,31442,17999,6274,531455,Rented,PhD,1,740,78,7,0,36,Facebook,Web,12
C01167,Zinal Mani,24,Female,Bhopal,Single,Student,Student,11114,7936,2889,20146,Family Owned,Bachelor,1,637,70,0,1,68,YouTube,Android,37
C01168,Tejas Dara,30,Female,Ahmedabad,Married,Salaried,Government Employee,40052,19999,1842,186469,Rented,Bachelor,2,726,34,6,1,239,Google Ads,Android,72
C01169,Dhriti Bhagat,36,Male,Patna,Single,Salaried,Government Employee,108010,63223,7763,1646984,Rented,Diploma,1,759,50,12,3,126,Instagram,Android,82
C01170,Jeet Baral,54,Male,Chennai,Divorced,Salaried,Sales Executive,110075,87033,19377,2632192,Owned,PhD,2,735,36,15,2,120,YouTube,iPhone,67
C01171,Shravya Mammen,30,Female,Indore,Married,Unemployed,Unemployed,4493,4238,0,13145,Rented,High School,3,474,17,0,0,89,Instagram,Android,48
C01172,Chaitaly Dugal,19,Female,Kolkata,Single,Student,Student,26559,22439,1552,109922,Family Owned,High School,0,598,6,0,0,146,YouTube,Android,42
C01173,Qushi Chanda,52,Male,Chapra,Married,Salaried,Bank Officer,112024,65120,37180,1708937,Rented,Master,1,762,42,23,2,156,Facebook,Web,59
C01174,Harini Sane,43,Male,Nagpur,Single,Salaried,Software Engineer,41123,30849,11176,287591,Rented,PhD,0,680,21,9,1,191,Google Ads,Web,100
C01175,Damyanti Bains,30,Male,Jamshedpur,Single,Self-employed,Freelancer,150539,104061,40218,942926,Owned,Diploma,0,684,61,1,0,313,Facebook,iPhone,94
C01176,Amaira Chaudry,47,Male,Kolkata,Married,Salaried,Accountant,53887,31407,20213,543511,Rented,Diploma,2,739,62,10,3,26,Google Ads,iPhone,7
C01177,Ishaan Sathe,42,Female,Ahmedabad,Married,Salaried,Sales Executive,55679,41998,13015,761141,Rented,Master,4,745,118,14,3,170,Referral,Web,58
C01178,Tarak Bhattacharyya,50,Male,Delhi,Married,Salaried,Software Engineer,125420,63567,8567,2420681,Rented,Master,2,736,60,19,5,123,Facebook,iPhone,44
C01179,Darsh Dyal,36,Female,Meerut,Married,Unemployed,Unemployed,7525,7498,0,17363,Rented,PhD,4,489,120,0,5,52,YouTube,Web,34
C01180,Zarna Parekh,42,Male,Kolkata,Single,Salaried,Teacher,101817,71847,17097,1695263,Rented,High School,0,708,22,12,0,231,Facebook,Android,63
C01181,Samaksh Bhargava,22,Male,Patna,Married,Student,Student,17481,10784,6631,44760,Rented,High School,4,622,35,0,0,20,Google Ads,Android,8
C01182,Rachit Pau,27,Female,Surat,Married,Self-employed,Consultant,73486,58485,11519,1215360,Rented,Master,4,676,31,4,2,156,Facebook,iPhone,42
C01183,Vasudha Banerjee,18,Male,Bhopal,Single,Student,Student,6237,6092,2488,25958,Rented,Diploma,0,598,1,0,0,51,Facebook,Android,18
C01184,Simon Pal,53,Female,Darbhanga,Married,Salaried,Doctor,52191,33110,4537,285888,Family Owned,High School,2,707,10,8,0,16,Referral,iPhone,5
C01185,Girish Rau,33,Male,Delhi,Single,Salaried,Sales Executive,29180,12111,9239,41946,Rented,Master,1,726,76,7,5,134,Google Ads,iPhone,40
C01186,Turvi De,37,Female,Pune,Married,Salaried,Bank Officer,138092,62277,18859,4430633,Owned,High School,2,764,44,15,1,189,Instagram,Web,49
C01187,Yadavi Johal,55,Female,Jamshedpur,Married,Salaried,Sales Executive,120075,75430,40992,3624828,Rented,PhD,2,697,61,25,4,81,Referral,iPhone,27
C01188,Onkar Sarma,19,Male,Indore,Single,Student,Student,7814,7240,2155,32999,Owned,Bachelor,0,566,12,0,1,231,Google Ads,Android,69
C01189,Anthony Sarna,35,Female,Ranchi,Married,Salaried,Software Engineer,69603,49325,8034,848156,Owned,Master,4,744,89,8,2,156,Google Ads,Web,47
C01190,Wahab Dhawan,32,Male,Patna,Married,Salaried,Teacher,50100,32354,697,218133,Owned,PhD,1,697,94,6,7,270,YouTube,Web,70
C01191,Indira Khurana,30,Female,Bhubaneswar,Divorced,Salaried,Doctor,96329,44554,24151,976933,Owned,High School,1,715,22,1,0,23,Referral,Android,6
C01192,Manthan Gupta,38,Male,Nagpur,Married,Salaried,Bank Officer,30161,17622,8152,156044,Rented,Diploma,2,736,44,12,1,295,Instagram,Web,86
C01193,Manthan Lata,26,Male,Jamshedpur,Single,Self-employed,Contractor,160845,65260,25641,4600406,Rented,Diploma,1,664,25,3,0,160,YouTube,Web,45
C01194,Raksha Kari,35,Male,Bangalore,Married,Salaried,Doctor,146643,106708,13501,3541427,Rented,Master,2,719,54,13,0,141,Instagram,Web,63
C01195,Chaitaly Naik,30,Female,Patna,Married,Salaried,Government Employee,115561,67360,7080,2059334,Rented,PhD,4,726,16,8,1,141,Referral,Android,76
C01196,Ekansh Roy,57,Male,Meerut,Married,Salaried,Doctor,130277,69436,18604,2418027,Owned,PhD,1,759,83,2,0,364,Google Ads,Web,96
C01197,Vedhika Datta,36,Male,Ahmedabad,Married,Salaried,Software Engineer,139199,87359,15817,1947563,Owned,Bachelor,4,725,72,4,6,113,Instagram,iPhone,29
C01198,Tarak Bains,20,Female,Hyderabad,Single,Unemployed,Unemployed,14104,13161,0,33288,Owned,High School,1,438,11,0,0,67,Referral,iPhone,34
C01199,Kiaan Tailor,49,Male,Mumbai,Married,Salaried,Teacher,68310,32379,16163,762076,Rented,PhD,1,724,59,20,2,140,Google Ads,Android,43
C01200,Laksh Mukherjee,20,Female,Bangalore,Single,Student,Student,29043,26214,11297,58877,Family Owned,Diploma,0,551,13,0,0,126,Google Ads,iPhone,57
C01201,Vidhi Saraf,23,Female,Delhi,Single,Salaried,Teacher,120943,91186,47523,1734256,Owned,Bachelor,1,714,14,1,0,77,Instagram,iPhone,24
C01202,Sai Ganguly,38,Female,Bhopal,Married,Salaried,Government Employee,65354,33048,11371,286069,Rented,High School,3,716,53,10,3,119,Referral,iPhone,39
C01203,Neel Chaudry,57,Male,Bhopal,Married,Salaried,Government Employee,83145,36551,10240,931030,Rented,Master,2,768,120,31,6,114,Facebook,iPhone,66
C01204,Geetika Dara,25,Female,Bangalore,Single,Salaried,Teacher,133178,100703,23995,1669618,Owned,PhD,0,725,52,2,3,107,Google Ads,Web,39
C01205,Vincent Kade,20,Female,Pune,Single,Student,Student,17208,13197,3843,94767,Family Owned,Bachelor,0,583,15,0,1,195,Referral,iPhone,54
C01206,Alexander Baria,22,Female,Surat,Single,Salaried,Sales Executive,58086,38910,5181,823355,Family Owned,Master,1,693,19,0,1,9,Instagram,Web,3
C01207,Rudra Dhingra,21,Female,Patna,Single,Student,Student,13057,9966,4775,34311,Owned,Bachelor,0,583,1,0,0,34,Referral,Web,10
C01208,Mahika Sidhu,21,Female,Surat,Single,Student,Student,5087,4785,1217,13411,Rented,Bachelor,1,600,13,0,0,75,YouTube,Android,26
C01209,Fariq Tata,50,Male,Darbhanga,Married,Unemployed,Unemployed,612,374,0,1513,Owned,Bachelor,1,496,94,0,5,274,Facebook,Web,72
C01210,Ansh Batra,46,Male,Jamshedpur,Married,Salaried,Teacher,124290,87248,25117,1622050,Owned,Diploma,1,748,107,24,4,293,Google Ads,Web,83
C01211,Kritika Lal,41,Female,Meerut,Married,Unemployed,Unemployed,3987,3022,0,5891,Owned,PhD,1,532,92,0,4,153,Referral,Web,63
C01212,Chanakya Minhas,23,Male,Bhubaneswar,Single,Student,Student,16013,12346,5405,18550,Rented,Bachelor,0,585,49,0,4,211,YouTube,Android,97
C01213,Kamala Sarma,29,Female,Meerut,Single,Unemployed,Unemployed,14856,13979,0,12156,Owned,Diploma,1,461,14,0,1,292,YouTube,Android,85
C01214,Oeshi Khanna,31,Male,Patna,Married,Unemployed,Unemployed,3109,2039,0,4155,Owned,Diploma,3,541,97,0,8,53,Google Ads,Android,25
C01215,Baghyawati Samra,44,Female,Bhubaneswar,Married,Salaried,Government Employee,134527,77931,22938,2296135,Family Owned,PhD,4,722,102,4,1,23,Facebook,Android,14
C01216,Umang Loyal,59,Female,Bhopal,Married,Salaried,Sales Executive,52989,24773,1744,910970,Rented,Bachelor,4,721,91,36,0,132,Facebook,Web,79
C01217,Hemang Chhabra,53,Female,Srinagar,Single,Salaried,Accountant,83861,42379,29979,1225553,Owned,Bachelor,0,748,85,19,4,50,YouTube,Web,16
C01218,Chaitanya Swamy,32,Female,Mumbai,Single,Salaried,Software Engineer,54870,40961,2891,801213,Rented,Diploma,0,705,8,3,0,172,YouTube,Web,49
C01219,Wahab Wable,23,Female,Mumbai,Single,Student,Student,18289,14282,5099,93961,Owned,Diploma,0,647,55,0,4,3,Referral,iPhone,2
C01220,Watika Oak,41,Male,Mumbai,Married,Unemployed,Unemployed,14955,11919,0,19939,Owned,Bachelor,1,504,105,0,5,73,Referral,Web,49
C01221,Lohit Sarna,35,Male,Indore,Married,Salaried,Sales Executive,140943,84065,25553,4822339,Rented,PhD,3,740,81,9,4,110,Instagram,Android,53
C01222,Yash Thaman,42,Female,Delhi,Married,Salaried,Software Engineer,31494,23691,2061,385152,Rented,High School,1,729,86,18,1,118,YouTube,Web,59
C01223,Andrew Rajagopalan,18,Female,Hyderabad,Single,Student,Student,27172,18969,1719,65224,Owned,Bachelor,0,618,1,0,0,9,Facebook,Web,4
C01224,Janani Bassi,26,Male,Bangalore,Married,Self-employed,Freelancer,215015,143757,32517,4104704,Rented,Diploma,2,684,6,4,0,83,Facebook,Android,31
C01225,Forum Chowdhury,34,Male,Jamshedpur,Divorced,Salaried,Doctor,26216,19732,7324,146657,Owned,Diploma,2,728,48,4,2,87,Google Ads,Web,26
C01226,Madhavi Murty,34,Female,Darbhanga,Single,Salaried,Doctor,97419,76458,27197,316538,Rented,Bachelor,0,663,47,2,2,30,YouTube,Web,11
C01227,Ikshita Barad,19,Male,Meerut,Single,Student,Student,20638,15828,118,112736,Rented,Diploma,0,628,5,0,0,160,Facebook,iPhone,95
C01228,Pavani Ravel,21,Female,Ahmedabad,Single,Student,Student,18644,13526,4651,87165,Owned,High School,0,616,15,0,1,161,Google Ads,iPhone,87
C01229,Lekha Nagar,41,Male,Indore,Married,Salaried,Sales Executive,74885,32016,2109,985642,Family Owned,High School,4,755,117,12,3,203,Facebook,iPhone,61
C01230,Zaid Chopra,44,Male,Meerut,Single,Salaried,Bank Officer,79360,46084,31668,415515,Rented,Diploma,1,733,38,15,3,2,YouTube,Android,1
C01231,Reva Uppal,42,Male,Meerut,Single,Salaried,Sales Executive,112851,55305,24011,2944632,Owned,High School,0,762,43,20,1,123,Instagram,iPhone,32
C01232,Jasmit Narula,27,Male,Ahmedabad,Married,Salaried,Doctor,126083,93060,9208,814435,Rented,Bachelor,4,729,89,0,5,153,Instagram,Web,41
C01233,Benjamin Kata,58,Male,Pune,Married,Salaried,Sales Executive,92003,60166,27333,545789,Rented,High School,1,726,108,0,6,167,YouTube,iPhone,55
C01234,Warhi Soman,60,Female,Bangalore,Single,Salaried,Bank Officer,119087,93228,44355,2252339,Family Owned,High School,0,705,11,4,0,195,Google Ads,Web,86
C01235,Christopher Sagar,40,Female,Bangalore,Single,Unemployed,Unemployed,9818,8236,0,5026,Rented,Master,1,474,118,0,0,82,Referral,iPhone,31
C01236,Manya Bail,60,Male,Ahmedabad,Married,Salaried,Sales Executive,115288,47549,16874,3689209,Rented,Diploma,3,726,25,20,1,43,Google Ads,Android,19
C01237,Devansh Grover,49,Male,Bangalore,Single,Self-employed,Business Owner,182853,82820,1317,1910223,Owned,High School,0,723,75,19,1,77,Facebook,Android,24
C01238,Imaran Mand,38,Female,Chapra,Married,Salaried,Teacher,80067,49075,23056,665291,Rented,High School,1,708,36,0,2,7,YouTube,Web,2
C01239,Vrishti Som,55,Male,Delhi,Single,Salaried,Doctor,141159,108932,27045,2853140,Rented,PhD,1,713,44,24,2,56,YouTube,Android,15
C01240,Vansha Merchant,31,Male,Chennai,Divorced,Salaried,Government Employee,91599,63520,15495,1011332,Family Owned,PhD,2,706,26,1,0,46,Referral,Web,16
